Date,Open,High,Low,Close
2020-01-02,66.86783552352698,67.8730239868164,66.77262179859589,67.8730239868164
2020-01-03,66.84749847538635,68.12444284241023,66.81377300921453,67.51795196533203
2020-01-06,67.02751808217074,69.34288486446046,66.9962821053439,69.31759643554688
2020-01-07,69.44900196622598,69.59975639798446,69.00765007438353,69.1836929321289
2020-01-08,69.16931180182212,70.01383328257931,69.06071230813146,69.6761245727539
2020-01-09,70.51369507317621,70.84842998736566,69.93250016192401,70.40757751464844
2020-01-10,70.88761594044897,71.15887253591534,70.39816153236073,70.86231994628906
2020-01-13,71.17424616511539,71.48319328541425,70.68429987467893,71.41129302978516
2020-01-14,71.4097937019993,71.54021599791382,70.80330278532237,70.94315338134766
2020-01-15,71.06366724106702,71.44848723259247,70.99622386006052,71.37013244628906
2020-01-16,71.68006159560105,71.94041435124791,71.40979626083083,71.91363525390625
2020-01-17,72.52755127820197,73.42066702183358,72.23050686888229,73.36959075927734
2020-01-21,73.34382322473569,73.8833703111752,72.9079269291361,73.50499725341797
2020-01-22,73.8759245867756,74.41397338110437,73.52532192544703,73.58531951904297
2020-01-23,73.7678173234847,74.06287927041319,73.40927702930324,73.62598419189453
2020-01-24,74.02914675123824,74.097581382054,72.559292859008,72.70757293701172
2020-01-27,70.99027408970458,71.2402073113937,70.3932038265922,70.99969482421875
2020-01-28,71.49607551541948,72.14372252373562,70.93173956635746,71.93048858642578
2020-01-29,72.32522928653594,72.60690544755049,71.67709035915647,72.23795318603516
2020-01-30,71.31556413201686,72.16603303819413,71.16183594102894,72.11644744873047
2020-01-31,72.79137767304688,72.88113570169328,70.76809913606537,71.0517578125
2020-02-03,72.48342482845398,73.70582753071683,72.23349161238843,73.5223388671875
2020-02-04,72.12835081014188,72.76557823057527,70.51865409884083,71.67807006835938
2020-02-05,72.5806094341786,72.62871192281361,70.89802115663437,71.70980834960938
2020-02-06,72.00390428277454,73.47078477881408,71.92952208528739,73.19357299804688
2020-02-07,72.76807109346798,73.65374870960305,72.66988358975605,73.3492660522461
2020-02-10,73.25603845469743,74.82556289282728,73.15536902814524,74.81465148925781
2020-02-11,75.04327818320576,75.8669758353758,74.65548439162731,74.88409423828125
2020-02-12,75.17171334002595,75.39189369571822,74.81516311800998,75.30908203125
2020-02-13,74.88109681308607,75.67205999735403,74.58355300430597,75.04920959472656
2020-02-14,75.10575582931537,75.379494369369,74.66043128930994,75.31403350830078
2020-02-18,75.09634377549567,75.90069296923276,74.93120471676399,75.34925079345703
2020-02-19,75.73405324495363,75.90960425641619,75.42560557770153,75.6185073852539
2020-02-20,75.32791507548832,75.72761146175247,74.59645752229817,75.22774505615234
2020-02-21,74.61233071932669,74.92822421575049,73.31852714783577,73.56498718261719
2020-02-24,70.56925684195184,71.23029739241912,69.76292508716311,70.41106414794922
2020-02-25,70.96348339912412,71.25358143993788,68.45521513612178,68.74779510498047
2020-02-26,69.17724388929183,70.10408510430565,68.26329659306435,68.9535903930664
2020-02-27,67.39994084412521,67.90873614395468,65.17334092529835,65.20854949951172
2020-02-28,63.193204492422396,66.5722739739755,62.89070436777219,66.41358947753906
2020-03-02,67.0156136346648,68.80481891518373,65.7168464160506,68.74779510498047
2020-03-03,69.31114862306558,69.83233844511692,65.9171948251204,66.33772277832031
2020-03-04,67.3910084911232,68.57224739337018,66.30200954107818,68.51373291015625
2020-03-05,66.72601271363625,67.12670796663788,64.5485139115482,65.19913482666016
2020-03-06,62.9769971984103,64.6035493381855,62.34521781036266,64.25592803955078
2020-03-09,59.75413363170908,62.12305473019572,59.410969211683664,60.291194915771484
2020-03-10,62.20537437076088,63.26957678968302,60.22771640855486,63.23585510253906
2020-03-11,61.90187762474763,62.331326848782346,59.06879078773563,60.04869079589844
2020-03-12,55.67088167650658,58.95027701384307,54.96918076424431,55.121917724609375
2020-03-13,58.2679152243598,60.22226345773861,55.158611522233514,60.215816497802734
2020-03-16,54.03391030090798,56.804014722190885,52.91664529324998,53.21022033691406
2020-03-17,54.08498798539528,55.83849297321683,52.02501404698684,55.44474792480469
2020-03-18,52.56257466439651,54.79660911099285,51.42497370415476,54.112266540527344
2020-03-19,53.96497931020589,57.15808978102262,52.34487034827302,55.12786865234375
2020-03-20,56.08148743290861,56.45738229776542,52.669687167629704,52.97268295288086
2020-03-23,52.38553745507887,52.90821796189328,50.03000577141187,52.27445602416992
2020-03-24,54.7465237525493,56.20199314271335,53.87621437902263,56.037353515625
2020-03-25,55.76808219769024,56.83873167265164,53.706621136908296,54.629493713378906
2020-03-26,55.27912035694048,58.09385791556648,54.15392148412994,57.66936492919922
2020-03-27,55.91139183073007,57.08072809299469,54.747511270415124,55.057945251464844
2020-03-30,56.16777698755777,57.07825124528936,54.47427322697181,56.845672607421875
2020-03-31,56.96568065824295,58.1890670209297,56.37010109392205,57.62126159667969
2020-04-01,55.73931890160938,56.008097373392076,54.22632246793909,54.65329360961914
2020-04-02,54.54914768908642,55.67831525812242,54.20846522221107,55.39366912841797
2020-04-03,55.27862233919662,55.48094867701905,53.31336646721793,54.18714141845703
2020-04-06,56.18562904604569,59.049456548881885,55.78890642035224,58.674556732177734
2020-04-07,60.35169060850497,60.5386486628773,58.37998779819019,58.643310546875
2020-04-08,59.66189584651864,60.24705964616023,58.71224421750471,59.85529708862305
2020-04-09,60.40971598898934,60.59865278435294,59.132272009251324,59.8339729309082
2020-04-13,59.582551251526766,60.228215813461446,58.63190840184953,60.02439880371094
2020-04-14,61.49028773908295,63.2646206472992,60.92346976589179,62.74293518066406
2020-04-15,61.81460308752658,63.23288132977035,61.194230736716015,62.34968185424805
2020-04-16,62.837645447215486,63.14609692046677,61.40250825663297,62.35612487792969
2020-04-17,63.55967676795776,63.971275807142504,62.78111177962652,63.425785064697266
2020-04-20,62.97401789004605,63.3176779307609,62.307029946262375,62.54059982299805
2020-04-21,61.62616593937416,61.98767622078113,59.75611987683301,60.11118698120117
2020-04-22,61.546816874331455,63.469426000735105,61.35292000771885,62.404727935791016
2020-04-23,62.76822057097703,63.87953802477549,62.50985788688982,63.03749465942383
2020-04-24,62.23562530613796,63.36181922472336,61.69013452627562,63.3067741394043
2020-04-27,64.07045614945028,64.1745987676371,62.73449772386327,63.02212142944336
2020-04-28,63.63407269606272,63.711428655001434,61.014718809711894,61.12431335449219
2020-04-29,66.69874197813101,67.45003233788705,65.79273212855323,66.55889892578125
2020-04-30,66.02233937163489,66.94669893140887,65.5333767050034,66.78305053710938
2020-05-01,65.66180653739475,67.01760531854285,64.94622420976376,65.32608032226562
2020-05-04,64.8703571166815,65.68066140503612,64.2693217841076,65.60279846191406
2020-05-05,66.32681171124734,67.98857626005707,66.20432703264936,66.89808654785156
2020-05-06,67.34341219746076,67.87353091957088,66.70518581908316,66.72006225585938
2020-05-07,67.50754669271235,68.23603045485314,67.07264174294407,67.90277862548828
2020-05-08,68.52464582755636,69.25956898715928,68.03816519605402,68.64961242675781
2020-05-11,68.27519051574396,70.19630850049639,68.21122034234685,69.60420227050781
2020-05-12,69.833816610674,70.13680855465576,68.16213222307255,68.19535827636719
2020-05-13,68.24397243542293,68.69871775652562,65.8562057491344,66.86387634277344
2020-05-14,66.12944679284938,67.31216892241369,65.62263398187353,67.28688049316406
2020-05-15,66.86039208838235,68.16559864736914,66.40118245045998,68.09022521972656
2020-05-18,67.52094887953119,69.0671676528227,67.15497035740877,68.69127655029297
2020-05-19,68.70614443587316,69.05376572383527,68.12494948842443,68.15668487548828
2020-05-20,68.88862946707506,70.02275708211047,68.80234463314515,69.88043212890625
2020-05-21,69.97118547184348,70.24244206277815,69.14798739865162,69.76092529296875
2020-05-22,69.61958897415187,70.26921852029433,69.22534831600099,70.082763671875
2020-05-26,71.5069951861751,71.6632053320512,70.38824330390248,70.48593139648438
2020-05-27,70.4179843310238,70.6832933415552,69.15839836325051,70.43186950683594
2020-05-28,69.426192345688,71.63096943029363,69.38057178014799,70.33071899414062
2020-05-29,70.4393250257835,71.24764676163868,70.218652828686,71.08846282958984
2020-06-01,70.70065785212817,71.48814791077972,70.53105438742989,71.1553955078125
2020-06-02,71.1618401370753,71.55856271044368,70.49782602311556,71.52434539794922
2020-06-03,71.54368329606875,71.85659538466791,70.99422380337077,71.37259674072266
2020-06-04,71.2501248242787,71.47526904447197,69.72423813412438,70.13533782958984
2020-06-05,70.20178767828749,71.72222618313101,69.80407376319808,71.41079711914062
2020-06-08,70.72943839122632,71.85612054706654,70.64017219115213,71.80851745605469
2020-06-09,71.66965824623362,72.78841022144854,71.52683385423786,72.00885009765625
2020-06-10,72.47648902737328,73.03486997129616,72.12192132758686,72.63468170166016
2020-06-11,71.46087559148388,71.98504674451961,69.34734716096332,69.52041625976562
2020-06-12,70.70859413359544,71.1375515555571,68.7220148203328,70.06690216064453
2020-06-15,68.90501227244624,70.66595575731058,68.79144890467562,70.45470428466797
2020-06-16,71.8560950243761,72.26124705056122,70.8638005833131,71.73063659667969
2020-06-17,72.05150228105227,72.51070444213754,71.168298968231,72.03166198730469
2020-06-18,71.89826945258076,72.05298894392186,70.72744235742255,71.11821746826172
2020-06-19,71.40980414439169,71.63295826897189,70.36840814054392,70.64810180664062
2020-06-22,70.66644253665869,71.95280774652628,70.37782758468947,71.93842315673828
2020-06-23,72.00487204800746,73.15536677281354,71.65774262823108,72.59896087646484
2020-06-24,72.56426402456245,73.18463264160842,70.91390265538281,71.04779815673828
2020-06-25,70.97439400933185,71.52484484122479,70.39518156341698,71.46434783935547
2020-06-26,71.04430840536872,71.26200677642353,67.19462635933624,67.56853485107422
2020-06-29,67.45944641414235,69.32701421353897,67.02850648187311,69.28585052490234
2020-06-30,69.27147126590755,70.61635097847407,68.77804426486243,70.3212890625
2020-07-01,70.3768421161721,71.83032898693156,70.12938326370785,71.50897979736328
2020-07-02,71.99693932392367,73.81590498317027,71.95874941401952,72.8940200805664
2020-07-06,73.79757524785116,74.88111870181295,73.24365115078267,74.36785888671875
2020-07-07,74.19327834231083,75.44245222161047,73.87441116919585,73.88532257080078
2020-07-08,74.42487655792402,74.9391275363047,74.00335737778137,74.56372833251953
2020-07-09,74.87763965842205,75.83026886920159,74.1665217588181,75.31056213378906
2020-07-10,75.04227347746796,76.43526327419461,74.42091366005153,76.31971740722656
2020-07-13,76.86174141702182,78.17191203749789,74.71052246568456,74.99169921875
2020-07-14,74.0276638809234,75.51585983280482,73.68747324161508,75.4196548461914
2020-07-15,75.53718469026553,76.18681428524529,74.2775985185989,75.2222900390625
2020-07-16,74.45957915498776,75.17417766907114,73.80350268613957,75.12508392333984
2020-07-17,75.22377608107477,75.54710778770762,74.29098718634621,75.2208023071289
2020-07-20,75.12904965194888,77.80741315385244,74.51909314973128,77.55103302001953
2020-07-21,78.60186910012267,78.7020391330596,76.99464629411698,77.15829467773438
2020-07-22,77.14787303751817,77.70675334704666,76.52898757148118,77.60112762451172
2020-07-23,77.65469369706234,77.87388279477673,74.81119054190296,75.21585083007812
2020-07-24,74.34504365729109,75.15038400386956,73.76979622867519,74.79234313964844
2020-07-27,75.04278303062988,76.24781989329986,74.99666304671776,75.84465026855469
2020-07-28,75.62496226274747,75.67504727423581,74.41099662396583,74.56621551513672
2020-07-29,74.63315119222594,76.03803598682765,74.53446428373476,75.55106353759766
2020-07-30,74.28454828311527,76.41296100573945,74.14569648203324,76.28799438476562
2020-07-31,74.23890781925564,74.63413971739837,72.10404870762487,73.78763580322266
2020-08-03,73.93889871670713,74.27263483646993,72.982796377369,73.5302734375
2020-08-04,73.72617042559631,74.04354706534166,72.60146322236359,73.06116485595703
2020-08-05,73.23570208691466,73.88929663633802,72.95799099172172,73.3482666015625
2020-08-06,73.20247794748174,74.6961294926301,72.99171836772238,74.63066864013672
2020-08-07,74.83350979435441,75.38147873345969,73.70433828894927,74.30438232421875
2020-08-10,73.92898865059216,74.73978479263027,73.26893940537893,74.22752380371094
2020-08-11,74.08766106264545,74.9029290830015,73.30364415071575,73.42018127441406
2020-08-12,73.74649701775965,74.96393594922627,73.64136312889204,74.74424743652344
2020-08-13,74.79233103557158,76.21854671384278,74.79233103557158,75.21086883544922
2020-08-14,75.06013175554337,75.36660452613891,74.33562050081562,74.61481475830078
2020-08-17,75.1771583632833,75.56446023024378,74.63315451205264,75.19054412841797
2020-08-18,75.68051411825434,77.23020619604789,75.45984190114157,77.15135955810547
2020-08-19,76.98818722838891,77.79998205796244,76.36880993674055,76.59741973876953
2020-08-20,76.36732488551415,78.36085063108287,76.0940857567351,78.16645812988281
2020-08-21,77.94578197707564,78.94155742131991,77.47517655139052,78.13274383544922
2020-08-24,78.97080047471435,79.7796215208328,78.10644628557537,78.60780334472656
2020-08-25,78.35737106631586,79.78457814472273,78.24728090400605,79.63432312011719
2020-08-26,79.65664120321837,81.96208775118443,79.39282281884792,81.53263092041016
2020-08-27,81.65561820356022,81.72405283891463,80.27701291660559,80.75853729248047
2020-08-28,80.80564922534911,81.3947742823975,80.61423049630892,81.299560546875
2020-08-31,81.50485034361557,81.5509703163992,80.60033136303525,80.80860900878906
2020-09-01,80.93905085374529,82.28095699805938,80.80862853332464,82.07565307617188
2020-09-02,82.71684835469105,85.59754248382305,82.32905460313435,85.16561126708984
2020-09-03,84.27941823838044,84.30322355968734,79.72654838591193,80.8076171875
2020-09-04,79.7905357444449,81.07938305548198,76.26814951914791,78.41242980957031
2020-09-08,75.62496025313807,77.13993533300419,75.20344105449351,75.55553436279297
2020-09-09,76.81016761668064,77.2971401284128,75.63339304854327,76.72735595703125
2020-09-10,76.87363960393168,78.0380120006391,75.37700663755594,75.6770248413086
2020-09-11,75.7811844407873,76.30435686018187,74.03908233242203,75.16676330566406
2020-09-14,75.95472771220844,77.21183946322891,74.63860963235427,74.82308197021484
2020-09-15,75.7682830632299,76.9138141369124,75.48115874300053,76.12681579589844
2020-09-16,76.49179380537119,77.08141822427109,74.95995225886935,74.98474884033203
2020-09-17,73.68152677302831,74.31876192273185,72.523601178489,73.74252319335938
2020-09-18,73.80500039329375,74.14717354274497,70.99423184511045,71.95974731445312
2020-09-21,70.99422831812555,71.41276613993426,69.55909124439718,70.92083740234375
2020-09-22,71.92156489906783,72.59847297958909,70.88909790425686,72.39266967773438
2020-09-23,72.00935467822559,72.05844843831957,69.55910841785047,69.89185333251953
2020-09-24,69.55909799295081,71.31012111863477,69.53281074002145,70.55982208251953
2020-09-25,70.66843135233466,71.70436404875389,69.8070508636011,71.36318969726562
2020-09-28,72.99619210723424,73.04577770670436,71.72123004229934,72.33515167236328
2020-09-29,72.59549981591418,72.99667929784022,72.10405532889749,72.70013427734375
2020-09-30,72.44821428907602,73.7008616762661,72.19134227406526,72.67930603027344
2020-10-01,73.57491129707402,74.14073804524459,73.23472061084361,73.78517150878906
2020-10-02,72.38325120895068,73.34530108822473,71.77428589367447,72.18340301513672
2020-10-05,72.53301318921578,73.62647661219141,72.40606407362094,73.53374481201172
2020-10-06,73.17024140482556,73.61754082467756,71.6582402752025,71.9562759399414
2020-10-07,72.3673848593541,72.8464272920144,71.07407320039421,72.35895538330078
2020-10-08,72.67185917570478,73.79160219464296,72.67185917570478,73.56349182128906
2020-10-09,74.03113521720735,74.97285301834012,73.74053771907792,74.90342712402344
2020-10-12,76.26962637160483,78.76995701320932,75.83818706732326,77.58822631835938
2020-10-13,78.2041474056117,78.60830825072733,77.29268191848519,77.71121978759766
2020-10-14,78.08462104375914,78.54332368699805,76.66137918522789,77.53118896484375
2020-10-15,76.59195961535212,77.92593541611845,76.42484564784411,77.1359634399414
2020-10-16,77.45137286175847,78.23886306630772,77.24458583838096,77.74246978759766
2020-10-19,78.15058813294185,78.5473107543964,75.52181743296583,75.87042999267578
2020-10-20,75.53123918577117,78.04694597778177,75.40180813556019,76.91827392578125
2020-10-21,77.84909092890811,80.09503208966102,77.71470357048726,78.64947509765625
2020-10-22,78.6003693037984,80.00971867518831,78.22745200812956,79.67449188232422
2020-10-23,80.09055499720758,81.0362377810544,79.93483669697007,80.97970581054688
2020-10-26,80.08805986687796,80.81108026890311,77.74641387017348,78.56514739990234
2020-10-27,78.79526157270044,79.44340050716269,78.20315519687098,79.28868103027344
2020-10-28,76.86520032318744,77.0536376702829,74.80572230060712,74.92076873779297
2020-10-29,75.22922035595008,78.78582318752815,75.20591444663212,77.20588684082031
2020-10-30,82.68857141891898,83.3768826939042,79.4220666362218,80.14310455322266
2020-11-02,80.51157306203328,82.23235142341763,80.05038085259652,80.55025482177734
2020-11-03,80.86960190055142,82.27002213877333,79.94474325765552,81.60848999023438
2020-11-04,84.57994366770366,87.77603157159547,84.4520032958134,86.57694244384766
2020-11-05,87.79685909810694,88.85660464736164,86.33791656920567,87.40261840820312
2020-11-06,86.84918769044951,87.70015609543829,86.12219462200115,87.26525115966797
2020-11-09,89.06290742659552,90.09983143122278,87.15715710598109,87.34906768798828
2020-11-10,85.77953403684037,87.24789727172411,85.10262594054147,86.17377471923828
2020-11-11,86.70339318512825,87.42244865386503,86.43858355014122,86.64537811279297
2020-11-12,86.38601724295751,87.5256006507518,86.18616905114561,86.42668151855469
2020-11-13,86.68355780156224,88.12811565464587,86.08748643492731,87.88661193847656
2020-11-16,87.48394246884763,88.98156668140368,87.34459128225902,87.9743881225586
2020-11-17,87.66841834553581,88.12861930166262,87.25335367641775,87.3609619140625
2020-11-18,87.11201820971709,87.52659102492422,86.21592105216274,86.31857299804688
2020-11-19,85.9511206538615,87.4517188316341,85.79193672214883,87.20773315429688
2020-11-20,87.37782025271105,87.69321431232694,86.03888806138033,86.1073226928711
2020-11-23,86.29775917426349,86.58389223770376,84.80807238631498,85.6699447631836
2020-11-24,85.66696514111936,87.59998627783115,85.33123893145898,87.4720458984375
2020-11-25,87.6659416054076,87.79338256520208,86.70140982396333,87.48344421386719
2020-11-27,87.50378154731892,89.11397796643531,87.50378154731892,88.61856842041016
2020-11-30,88.05472111529265,88.28729593403301,86.67561660708266,87.00093078613281
